trip_id,fecha_operacion,tipo_tren,origen_gtfs,hora_salida,destino_gtfs,hora_llegada,duracion_min,precio_base
0062232026-04-10,2026-04-10,ALVIA,78400,10:13:00,8223,22:57:00,764,72.35
0062232026-04-11,2026-04-11,ALVIA,78400,10:13:00,8223,22:57:00,764,80.3
0062232026-04-12,2026-04-12,ALVIA,78400,10:13:00,8223,22:57:00,764,75.64
0062232026-04-13,2026-04-13,ALVIA,78400,10:13:00,8223,22:57:00,764,85.91
0062232026-04-14,2026-04-14,ALVIA,78400,10:13:00,8223,22:57:00,764,59.53
0062232026-04-15,2026-04-15,ALVIA,78400,10:13:00,8223,22:57:00,764,49.94
0062232026-04-16,2026-04-16,ALVIA,78400,10:13:00,8223,22:57:00,764,70.6
0062232026-04-17,2026-04-17,ALVIA,78400,10:13:00,8223,22:57:00,764,55.64
0062232026-04-18,2026-04-18,ALVIA,78400,10:13:00,8223,22:57:00,764,26.65
0062232026-04-19,2026-04-19,ALVIA,78400,10:13:00,8223,22:57:00,764,45.44
0062232026-04-20,2026-04-20,ALVIA,78400,10:13:00,8223,22:57:00,764,43.75
0062232026-04-21,2026-04-21,ALVIA,78400,10:13:00,8223,22:57:00,764,31.31
0062232026-04-22,2026-04-22,ALVIA,78400,10:13:00,8223,22:57:00,764,44.36
0062232026-04-23,2026-04-23,ALVIA,78400,10:13:00,8223,22:57:00,764,56.36
0062232026-04-24,2026-04-24,ALVIA,78400,10:13:00,8223,22:57:00,764,89.11
0062232026-04-25,2026-04-25,ALVIA,78400,10:13:00,8223,22:57:00,764,25.24
0062232026-04-26,2026-04-26,ALVIA,78400,10:13:00,8223,22:57:00,764,38.06
0062232026-04-27,2026-04-27,ALVIA,78400,10:13:00,8223,22:57:00,764,76.75
0062232026-04-28,2026-04-28,ALVIA,78400,10:13:00,8223,22:57:00,764,56.45
0062232026-04-29,2026-04-29,ALVIA,78400,10:13:00,8223,22:57:00,764,64.61
0062232026-04-30,2026-04-30,ALVIA,78400,10:13:00,8223,22:57:00,764,37.9
0062232026-05-01,2026-05-01,ALVIA,78400,10:13:00,8223,22:57:00,764,80.54
0062232026-05-02,2026-05-02,ALVIA,78400,10:13:00,8223,22:57:00,764,78.08
0062232026-05-03,2026-05-03,ALVIA,78400,10:13:00,8223,22:57:00,764,26.12
0062232026-05-04,2026-05-04,ALVIA,78400,10:13:00,8223,22:57:00,764,39.82
0062232026-05-05,2026-05-05,ALVIA,78400,10:13:00,8223,22:57:00,764,30.3
0062232026-05-06,2026-05-06,ALVIA,78400,10:13:00,8223,22:57:00,764,26.64
0062232026-05-07,2026-05-07,ALVIA,78400,10:13:00,8223,22:57:00,764,86.67
0062232026-05-08,2026-05-08,ALVIA,78400,10:13:00,8223,22:57:00,764,42.05
0062232026-05-09,2026-05-09,ALVIA,78400,10:13:00,8223,22:57:00,764,57.21
0062232026-05-10,2026-05-10,ALVIA,78400,10:13:00,8223,22:57:00,764,74.58
0062232026-05-11,2026-05-11,ALVIA,78400,10:13:00,8223,22:57:00,764,46.51
0062232026-05-12,2026-05-12,ALVIA,78400,10:13:00,8223,22:57:00,764,46.43
0062232026-05-30,2026-05-30,ALVIA,78400,10:13:00,8223,22:57:00,764,37.49
0062232026-06-02,2026-06-02,ALVIA,78400,10:13:00,8223,22:57:00,764,43.52
0062232026-07-25,2026-07-25,ALVIA,78400,10:13:00,8223,22:57:00,764,52.94
0062232026-07-30,2026-07-30,ALVIA,78400,10:13:00,8223,22:57:00,764,45.59
0062232026-09-12,2026-09-12,ALVIA,78400,10:13:00,8223,22:57:00,764,61.41
0062232026-09-14,2026-09-14,ALVIA,78400,10:13:00,8223,22:57:00,764,85.48
0062252026-04-04,2026-04-04,ALVIA,71801,9:05:00,4040,11:03:00,118,49.81
0062252026-04-07,2026-04-07,ALVIA,71801,9:05:00,4040,11:03:00,118,55.31
0062252026-04-08,2026-04-08,ALVIA,71801,9:05:00,4040,11:03:00,118,47.19
0062252026-04-09,2026-04-09,ALVIA,71801,9:05:00,4040,11:03:00,118,42.07
0062252026-04-10,2026-04-10,ALVIA,71801,9:05:00,4040,11:03:00,118,31.73
0062252026-04-11,2026-04-11,ALVIA,71801,9:05:00,4040,11:03:00,118,84.71
0062252026-04-12,2026-04-12,ALVIA,71801,9:05:00,4040,11:03:00,118,81.89
0062252026-04-13,2026-04-13,ALVIA,71801,9:05:00,4040,11:03:00,118,61.46
0062252026-04-14,2026-04-14,ALVIA,71801,9:05:00,4040,11:03:00,118,29.06
0062252026-04-15,2026-04-15,ALVIA,71801,9:05:00,4040,11:03:00,118,83.6
0062252026-04-16,2026-04-16,ALVIA,71801,9:05:00,4040,11:03:00,118,51.86
0062252026-04-17,2026-04-17,ALVIA,71801,9:05:00,4040,11:03:00,118,30.94
0062252026-04-18,2026-04-18,ALVIA,71801,9:05:00,4040,11:03:00,118,77.32
0062252026-04-19,2026-04-19,ALVIA,71801,9:05:00,4040,11:03:00,118,55.84
0062252026-04-20,2026-04-20,ALVIA,71801,9:05:00,4040,11:03:00,118,60.23
0062252026-04-21,2026-04-21,ALVIA,71801,9:05:00,4040,11:03:00,118,42.91
0062252026-04-22,2026-04-22,ALVIA,71801,9:05:00,4040,11:03:00,118,59.02
0062252026-04-23,2026-04-23,ALVIA,71801,9:05:00,4040,11:03:00,118,44.19
0062252026-04-24,2026-04-24,ALVIA,71801,9:05:00,4040,11:03:00,118,52.28
0062252026-04-25,2026-04-25,ALVIA,71801,9:05:00,4040,11:03:00,118,39.71
0062252026-04-26,2026-04-26,ALVIA,71801,9:05:00,4040,11:03:00,118,42.41
0062252026-04-27,2026-04-27,ALVIA,71801,9:05:00,4040,11:03:00,118,69.91
0062252026-04-28,2026-04-28,ALVIA,71801,9:05:00,4040,11:03:00,118,50.77
0062252026-04-29,2026-04-29,ALVIA,71801,9:05:00,4040,11:03:00,118,39.21
0062252026-04-30,2026-04-30,ALVIA,71801,9:05:00,4040,11:03:00,118,69.54
0062252026-05-01,2026-05-01,ALVIA,71801,9:05:00,4040,11:03:00,118,29.65
0062252026-05-02,2026-05-02,ALVIA,71801,9:05:00,4040,11:03:00,118,43.3
0062252026-05-03,2026-05-03,ALVIA,71801,9:05:00,4040,11:03:00,118,85.16
0062252026-05-04,2026-05-04,ALVIA,71801,9:05:00,4040,11:03:00,118,31.44
0062252026-05-05,2026-05-05,ALVIA,71801,9:05:00,4040,11:03:00,118,37.74
0062252026-05-06,2026-05-06,ALVIA,71801,9:05:00,4040,11:03:00,118,63.46
0062252026-05-07,2026-05-07,ALVIA,71801,9:05:00,4040,11:03:00,118,32.06
0062252026-05-08,2026-05-08,ALVIA,71801,9:05:00,4040,11:03:00,118,83.72
0062252026-05-09,2026-05-09,ALVIA,71801,9:05:00,4040,11:03:00,118,65.61
0062252026-05-10,2026-05-10,ALVIA,71801,9:05:00,4040,11:03:00,118,29.85
0062252026-05-11,2026-05-11,ALVIA,71801,9:05:00,4040,11:03:00,118,54.92
0062252026-05-12,2026-05-12,ALVIA,71801,9:05:00,4040,11:03:00,118,56.01
0062252026-05-30,2026-05-30,ALVIA,71801,9:05:00,4040,11:03:00,118,44.82
0062252026-06-02,2026-06-02,ALVIA,71801,9:05:00,4040,11:03:00,118,81.5
0062252026-07-25,2026-07-25,ALVIA,71801,9:05:00,4040,11:03:00,118,59.13
0062252026-07-30,2026-07-30,ALVIA,71801,9:05:00,4040,11:03:00,118,32.8
0062252026-09-12,2026-09-12,ALVIA,71801,9:05:00,4040,11:03:00,118,69.16
0062252026-09-14,2026-09-14,ALVIA,71801,9:05:00,4040,11:03:00,118,35.9
0062512026-04-04,2026-04-04,ALVIA,31412,8:12:00,71801,21:40:00,808,81.85
0062522026-04-04,2026-04-04,ALVIA,22100,9:25:00,71801,21:40:00,735,58.48
0062532026-04-04,2026-04-04,ALVIA,31412,8:12:00,71801,21:40:00,808,47.6
0062612026-04-04,2026-04-04,ALVIA,71801,9:05:00,31412,22:24:00,799,69.86
0062622026-04-04,2026-04-04,ALVIA,71801,9:05:00,22100,20:59:00,714,87.7
0062632026-04-04,2026-04-04,ALVIA,71801,9:05:00,31412,22:24:00,799,87.55
0062652026-04-04,2026-04-04,ALVIA,71801,9:05:00,4040,11:03:00,118,32.19
0063112026-04-04,2026-04-04,ALVIA,30100,12:28:00,71801,21:40:00,552,78.23
0063112026-04-07,2026-04-07,Intercity,30100,7:20:00,4040,13:51:00,391,52.24
0063112026-04-08,2026-04-08,Intercity,30100,7:20:00,4040,13:51:00,391,63.75
0063112026-04-09,2026-04-09,Intercity,30100,7:20:00,4040,13:51:00,391,70.36
0063112026-04-10,2026-04-10,Intercity,30100,7:20:00,4040,13:51:00,391,32.8
0063112026-04-11,2026-04-11,Intercity,30100,7:20:00,4040,13:51:00,391,25.59
0063112026-04-12,2026-04-12,Intercity,30100,7:20:00,4040,13:51:00,391,39.41
0063112026-04-13,2026-04-13,Intercity,30100,7:20:00,4040,13:51:00,391,80.93
0063112026-04-14,2026-04-14,Intercity,30100,7:20:00,4040,13:51:00,391,82.62
0063112026-04-15,2026-04-15,Intercity,30100,7:20:00,4040,13:51:00,391,60.23
0063112026-04-16,2026-04-16,Intercity,30100,7:20:00,4040,13:51:00,391,81.59
0063112026-04-17,2026-04-17,Intercity,30100,7:20:00,4040,13:51:00,391,38.36
0063112026-04-18,2026-04-18,Intercity,30100,7:20:00,4040,13:51:00,391,70.19
0063112026-04-19,2026-04-19,Intercity,30100,7:20:00,4040,13:51:00,391,79.64
0063112026-04-20,2026-04-20,Intercity,30100,7:20:00,4040,13:51:00,391,52.26
0063112026-04-21,2026-04-21,Intercity,30100,7:20:00,4040,13:51:00,391,55.59
0063112026-04-22,2026-04-22,Intercity,30100,7:20:00,4040,13:51:00,391,32.95
0063112026-04-23,2026-04-23,Intercity,30100,7:20:00,4040,13:51:00,391,28.36
0063112026-04-24,2026-04-24,Intercity,30100,7:20:00,4040,13:51:00,391,60.77
0063112026-04-25,2026-04-25,Intercity,30100,7:20:00,4040,13:51:00,391,25.07
0063112026-04-26,2026-04-26,Intercity,30100,7:20:00,4040,13:51:00,391,66.46
0063112026-04-27,2026-04-27,Intercity,30100,7:20:00,4040,13:51:00,391,88.55
0063112026-04-28,2026-04-28,Intercity,30100,7:20:00,4040,13:51:00,391,88.46
0063112026-04-29,2026-04-29,Intercity,30100,7:20:00,4040,13:51:00,391,39.47
0063112026-04-30,2026-04-30,Intercity,30100,7:20:00,4040,13:51:00,391,84.0
0063112026-05-01,2026-05-01,Intercity,30100,7:20:00,4040,13:51:00,391,32.34
0063112026-05-02,2026-05-02,Intercity,30100,7:20:00,4040,13:51:00,391,70.54
0063112026-05-03,2026-05-03,Intercity,30100,7:20:00,4040,13:51:00,391,25.95
0063112026-05-04,2026-05-04,Intercity,30100,7:20:00,4040,13:51:00,391,64.4
0063112026-05-05,2026-05-05,Intercity,30100,7:20:00,4040,13:51:00,391,37.82
0063112026-05-06,2026-05-06,Intercity,30100,7:20:00,4040,13:51:00,391,37.73
0063112026-05-07,2026-05-07,Intercity,30100,7:20:00,4040,13:51:00,391,59.45
0063112026-05-08,2026-05-08,Intercity,30100,7:20:00,4040,13:51:00,391,89.14
0063112026-05-09,2026-05-09,Intercity,30100,7:20:00,4040,13:51:00,391,65.55
0063112026-05-10,2026-05-10,Intercity,30100,7:20:00,4040,13:51:00,391,81.81
0063112026-05-11,2026-05-11,Intercity,30100,7:20:00,4040,13:51:00,391,50.65
0063112026-05-12,2026-05-12,Intercity,30100,7:20:00,4040,13:51:00,391,56.65
0063112026-05-30,2026-05-30,Intercity,30100,7:20:00,4040,13:51:00,391,55.15
0063112026-06-02,2026-06-02,Intercity,30100,7:20:00,4040,13:51:00,391,26.31
0063112026-07-25,2026-07-25,Intercity,30100,7:20:00,4040,13:51:00,391,77.94
0063112026-07-30,2026-07-30,Intercity,30100,7:20:00,4040,13:51:00,391,32.41
0063112026-09-12,2026-09-12,Intercity,30100,7:20:00,4040,13:51:00,391,79.84
0063112026-09-14,2026-09-14,Intercity,30100,7:20:00,4040,13:51:00,391,31.37
0063122026-04-07,2026-04-07,Intercity,30100,7:20:00,10600,8:32:00,72,83.68
0063122026-04-08,2026-04-08,Intercity,30100,7:20:00,10600,8:32:00,72,54.81
0063122026-04-09,2026-04-09,Intercity,30100,7:20:00,10600,8:32:00,72,56.92
0063122026-04-10,2026-04-10,Intercity,30100,7:20:00,10600,8:32:00,72,26.18
0063122026-04-11,2026-04-11,Intercity,30100,7:20:00,10600,8:32:00,72,39.14
0063122026-04-12,2026-04-12,Intercity,30100,7:20:00,10600,8:32:00,72,40.64
0063122026-04-13,2026-04-13,Intercity,30100,7:20:00,10600,8:32:00,72,76.46
0063122026-04-14,2026-04-14,Intercity,30100,7:20:00,10600,8:32:00,72,46.22
0063122026-04-15,2026-04-15,Intercity,30100,7:20:00,10600,8:32:00,72,68.52
0063122026-04-16,2026-04-16,Intercity,30100,7:20:00,10600,8:32:00,72,26.13
0063122026-04-17,2026-04-17,Intercity,30100,7:20:00,10600,8:32:00,72,83.49
0063122026-04-18,2026-04-18,Intercity,30100,7:20:00,10600,8:32:00,72,28.38
0063122026-04-19,2026-04-19,Intercity,30100,7:20:00,10600,8:32:00,72,43.71
0063122026-04-20,2026-04-20,Intercity,30100,7:20:00,10600,8:32:00,72,81.23
0063122026-04-21,2026-04-21,Intercity,30100,7:20:00,10600,8:32:00,72,49.95
0063122026-04-22,2026-04-22,Intercity,30100,7:20:00,10600,8:32:00,72,85.6
0063122026-04-23,2026-04-23,Intercity,30100,7:20:00,10600,8:32:00,72,79.49
0063122026-04-24,2026-04-24,Intercity,30100,7:20:00,10600,8:32:00,72,25.56
0063122026-04-25,2026-04-25,Intercity,30100,7:20:00,10600,8:32:00,72,52.87
0063122026-04-26,2026-04-26,Intercity,30100,7:20:00,10600,8:32:00,72,50.5
0063122026-04-27,2026-04-27,Intercity,30100,7:20:00,10600,8:32:00,72,59.81
0063122026-04-28,2026-04-28,Intercity,30100,7:20:00,10600,8:32:00,72,43.45
0063122026-04-29,2026-04-29,Intercity,30100,7:20:00,10600,8:32:00,72,60.78
0063122026-04-30,2026-04-30,Intercity,30100,7:20:00,10600,8:32:00,72,73.4
0063122026-05-01,2026-05-01,Intercity,30100,7:20:00,10600,8:32:00,72,88.73
0063122026-05-02,2026-05-02,Intercity,30100,7:20:00,10600,8:32:00,72,86.24
0063122026-05-03,2026-05-03,Intercity,30100,7:20:00,10600,8:32:00,72,40.72
0063122026-05-04,2026-05-04,Intercity,30100,7:20:00,10600,8:32:00,72,40.46
0063122026-05-05,2026-05-05,Intercity,30100,7:20:00,10600,8:32:00,72,82.67
0063122026-05-06,2026-05-06,Intercity,30100,7:20:00,10600,8:32:00,72,60.44
0063122026-05-07,2026-05-07,Intercity,30100,7:20:00,10600,8:32:00,72,31.02
0063122026-05-08,2026-05-08,Intercity,30100,7:20:00,10600,8:32:00,72,37.11
0063122026-05-09,2026-05-09,Intercity,30100,7:20:00,10600,8:32:00,72,37.21
0063122026-05-10,2026-05-10,Intercity,30100,7:20:00,10600,8:32:00,72,49.48
0063122026-05-11,2026-05-11,Intercity,30100,7:20:00,10600,8:32:00,72,77.97
0063122026-05-12,2026-05-12,Intercity,30100,7:20:00,10600,8:32:00,72,87.91
0063122026-05-30,2026-05-30,Intercity,30100,7:20:00,10600,8:32:00,72,53.94
0063122026-06-02,2026-06-02,Intercity,30100,7:20:00,10600,8:32:00,72,32.03
0063122026-07-25,2026-07-25,Intercity,30100,7:20:00,10600,8:32:00,72,28.2
0063122026-07-30,2026-07-30,Intercity,30100,7:20:00,10600,8:32:00,72,49.05
0063122026-09-12,2026-09-12,Intercity,30100,7:20:00,10600,8:32:00,72,37.25
0063122026-09-14,2026-09-14,Intercity,30100,7:20:00,10600,8:32:00,72,47.69
0063132026-04-04,2026-04-04,ALVIA,4040,19:26:00,78400,20:14:00,48,80.98
0063132026-04-07,2026-04-07,Intercity,10600,8:34:00,4040,13:51:00,317,28.52
0063132026-04-08,2026-04-08,Intercity,10600,8:34:00,4040,13:51:00,317,66.22
0063132026-04-09,2026-04-09,Intercity,10600,8:34:00,4040,13:51:00,317,41.77
0063132026-04-10,2026-04-10,Intercity,10600,8:34:00,4040,13:51:00,317,85.64
0063132026-04-11,2026-04-11,Intercity,10600,8:34:00,4040,13:51:00,317,71.52
0063132026-04-12,2026-04-12,Intercity,10600,8:34:00,4040,13:51:00,317,51.21
0063132026-04-13,2026-04-13,Intercity,10600,8:34:00,4040,13:51:00,317,77.06
0063132026-04-14,2026-04-14,Intercity,10600,8:34:00,4040,13:51:00,317,66.99
0063132026-04-15,2026-04-15,Intercity,10600,8:34:00,4040,13:51:00,317,56.1
0063132026-04-16,2026-04-16,Intercity,10600,8:34:00,4040,13:51:00,317,83.14
0063132026-04-17,2026-04-17,Intercity,10600,8:34:00,4040,13:51:00,317,46.01
0063132026-04-18,2026-04-18,Intercity,10600,8:34:00,4040,13:51:00,317,34.27
0063132026-04-19,2026-04-19,Intercity,10600,8:34:00,4040,13:51:00,317,75.76
0063132026-04-20,2026-04-20,Intercity,10600,8:34:00,4040,13:51:00,317,52.52
0063132026-04-21,2026-04-21,Intercity,10600,8:34:00,4040,13:51:00,317,72.49
0063132026-04-22,2026-04-22,Intercity,10600,8:34:00,4040,13:51:00,317,51.82
0063132026-04-23,2026-04-23,Intercity,10600,8:34:00,4040,13:51:00,317,28.75
0063132026-04-24,2026-04-24,Intercity,10600,8:34:00,4040,13:51:00,317,28.01
0063132026-04-25,2026-04-25,Intercity,10600,8:34:00,4040,13:51:00,317,81.58
0063132026-04-26,2026-04-26,Intercity,10600,8:34:00,4040,13:51:00,317,65.42
0063132026-04-27,2026-04-27,Intercity,10600,8:34:00,4040,13:51:00,317,54.56
0063132026-04-28,2026-04-28,Intercity,10600,8:34:00,4040,13:51:00,317,68.91
0063132026-04-29,2026-04-29,Intercity,10600,8:34:00,4040,13:51:00,317,86.01
0063132026-04-30,2026-04-30,Intercity,10600,8:34:00,4040,13:51:00,317,66.75
0063132026-05-01,2026-05-01,Intercity,10600,8:34:00,4040,13:51:00,317,48.52
0063132026-05-02,2026-05-02,Intercity,10600,8:34:00,4040,13:51:00,317,50.61
0063132026-05-03,2026-05-03,Intercity,10600,8:34:00,4040,13:51:00,317,54.07
0063132026-05-04,2026-05-04,Intercity,10600,8:34:00,4040,13:51:00,317,34.4
0063132026-05-05,2026-05-05,Intercity,10600,8:34:00,4040,13:51:00,317,58.38
0063132026-05-06,2026-05-06,Intercity,10600,8:34:00,4040,13:51:00,317,87.86
0063132026-05-07,2026-05-07,Intercity,10600,8:34:00,4040,13:51:00,317,49.06
0063132026-05-08,2026-05-08,Intercity,10600,8:34:00,4040,13:51:00,317,41.14
0063132026-05-09,2026-05-09,Intercity,10600,8:34:00,4040,13:51:00,317,39.41
0063132026-05-10,2026-05-10,Intercity,10600,8:34:00,4040,13:51:00,317,72.84
0063132026-05-11,2026-05-11,Intercity,10600,8:34:00,4040,13:51:00,317,43.78
0063132026-05-12,2026-05-12,Intercity,10600,8:34:00,4040,13:51:00,317,43.84
0063132026-05-30,2026-05-30,Intercity,10600,8:34:00,4040,13:51:00,317,60.55
0063132026-06-02,2026-06-02,Intercity,10600,8:34:00,4040,13:51:00,317,78.03
0063132026-07-25,2026-07-25,Intercity,10600,8:34:00,4040,13:51:00,317,41.03
0063132026-07-30,2026-07-30,Intercity,10600,8:34:00,4040,13:51:00,317,35.3
0063132026-09-12,2026-09-12,Intercity,10600,8:34:00,4040,13:51:00,317,85.9
0063132026-09-14,2026-09-14,Intercity,10600,8:34:00,4040,13:51:00,317,27.1
0063212026-04-04,2026-04-04,ALVIA,71801,9:05:00,30100,18:06:00,541,73.33
0063212026-04-07,2026-04-07,Intercity,4040,15:42:00,30100,22:07:00,385,40.7
0063212026-04-08,2026-04-08,Intercity,4040,15:42:00,30100,22:07:00,385,26.29
0063212026-04-09,2026-04-09,Intercity,4040,15:42:00,30100,22:07:00,385,83.78
0063212026-04-10,2026-04-10,Intercity,4040,15:42:00,30100,22:07:00,385,44.57
0063212026-04-11,2026-04-11,Intercity,4040,15:42:00,30100,22:07:00,385,41.37
0063212026-04-12,2026-04-12,Intercity,4040,15:42:00,30100,22:07:00,385,78.54
0063212026-04-13,2026-04-13,Intercity,4040,15:42:00,30100,22:07:00,385,34.39
0063212026-04-14,2026-04-14,Intercity,4040,15:42:00,30100,22:07:00,385,27.35
0063212026-04-15,2026-04-15,Intercity,4040,15:42:00,30100,22:07:00,385,31.42
0063212026-04-16,2026-04-16,Intercity,4040,15:42:00,30100,22:07:00,385,60.93
0063212026-04-17,2026-04-17,Intercity,4040,15:42:00,30100,22:07:00,385,39.34
0063212026-04-18,2026-04-18,Intercity,4040,15:42:00,30100,22:07:00,385,73.98
0063212026-04-19,2026-04-19,Intercity,4040,15:42:00,30100,22:07:00,385,73.46
0063212026-04-20,2026-04-20,Intercity,4040,15:42:00,30100,22:07:00,385,48.74
0063212026-04-21,2026-04-21,Intercity,4040,15:42:00,30100,22:07:00,385,57.02
0063212026-04-22,2026-04-22,Intercity,4040,15:42:00,30100,22:07:00,385,80.49
0063212026-04-23,2026-04-23,Intercity,4040,15:42:00,30100,22:07:00,385,43.09
0063212026-04-24,2026-04-24,Intercity,4040,15:42:00,30100,22:07:00,385,52.38
0063212026-04-25,2026-04-25,Intercity,4040,15:42:00,30100,22:07:00,385,27.39
0063212026-04-26,2026-04-26,Intercity,4040,15:42:00,30100,22:07:00,385,26.02
0063212026-04-27,2026-04-27,Intercity,4040,15:42:00,30100,22:07:00,385,53.78
0063212026-04-28,2026-04-28,Intercity,4040,15:42:00,30100,22:07:00,385,62.52
0063212026-04-29,2026-04-29,Intercity,4040,15:42:00,30100,22:07:00,385,41.42
0063212026-04-30,2026-04-30,Intercity,4040,15:42:00,30100,22:07:00,385,64.08
0063212026-05-01,2026-05-01,Intercity,4040,15:42:00,30100,22:07:00,385,34.76
0063212026-05-02,2026-05-02,Intercity,4040,15:42:00,30100,22:07:00,385,54.3
0063212026-05-03,2026-05-03,Intercity,4040,15:42:00,30100,22:07:00,385,73.52
0063212026-05-04,2026-05-04,Intercity,4040,15:42:00,30100,22:07:00,385,63.99
0063212026-05-05,2026-05-05,Intercity,4040,15:42:00,30100,22:07:00,385,71.45
0063212026-05-06,2026-05-06,Intercity,4040,15:42:00,30100,22:07:00,385,65.19
0063212026-05-07,2026-05-07,Intercity,4040,15:42:00,30100,22:07:00,385,67.23
0063212026-05-08,2026-05-08,Intercity,4040,15:42:00,30100,22:07:00,385,89.67
0063212026-05-09,2026-05-09,Intercity,4040,15:42:00,30100,22:07:00,385,85.85
0063212026-05-10,2026-05-10,Intercity,4040,15:42:00,30100,22:07:00,385,77.45
0063212026-05-11,2026-05-11,Intercity,4040,15:42:00,30100,22:07:00,385,48.61
0063212026-05-12,2026-05-12,Intercity,4040,15:42:00,30100,22:07:00,385,47.46
0063212026-05-30,2026-05-30,Intercity,4040,15:42:00,30100,22:07:00,385,36.92
0063212026-06-02,2026-06-02,Intercity,4040,15:42:00,30100,22:07:00,385,79.23
0063212026-07-25,2026-07-25,Intercity,4040,15:42:00,30100,22:07:00,385,48.97
0063212026-07-30,2026-07-30,Intercity,4040,15:42:00,30100,22:07:00,385,45.55
0063212026-09-12,2026-09-12,Intercity,4040,15:42:00,30100,22:07:00,385,55.75
0063212026-09-14,2026-09-14,Intercity,4040,15:42:00,30100,22:07:00,385,55.27
0063222026-04-04,2026-04-04,ALVIA,71801,9:05:00,30100,18:06:00,541,84.76
0063222026-04-07,2026-04-07,Intercity,4040,15:42:00,10600,20:47:00,305,66.35
0063222026-04-08,2026-04-08,Intercity,4040,15:42:00,10600,20:47:00,305,68.08
0063222026-04-09,2026-04-09,Intercity,4040,15:42:00,10600,20:47:00,305,55.52
0063222026-04-10,2026-04-10,Intercity,4040,15:42:00,10600,20:47:00,305,66.68
0063222026-04-11,2026-04-11,Intercity,4040,15:42:00,10600,20:47:00,305,87.36
0063222026-04-12,2026-04-12,Intercity,4040,15:42:00,10600,20:47:00,305,63.66
0063222026-04-13,2026-04-13,Intercity,4040,15:42:00,10600,20:47:00,305,37.68
0063222026-04-14,2026-04-14,Intercity,4040,15:42:00,10600,20:47:00,305,78.34
0063222026-04-15,2026-04-15,Intercity,4040,15:42:00,10600,20:47:00,305,26.06
0063222026-04-16,2026-04-16,Intercity,4040,15:42:00,10600,20:47:00,305,72.75
0063222026-04-17,2026-04-17,Intercity,4040,15:42:00,10600,20:47:00,305,86.36
0063222026-04-18,2026-04-18,Intercity,4040,15:42:00,10600,20:47:00,305,85.7
0063222026-04-19,2026-04-19,Intercity,4040,15:42:00,10600,20:47:00,305,31.83
0063222026-04-20,2026-04-20,Intercity,4040,15:42:00,10600,20:47:00,305,51.37
0063222026-04-21,2026-04-21,Intercity,4040,15:42:00,10600,20:47:00,305,42.4
0063222026-04-22,2026-04-22,Intercity,4040,15:42:00,10600,20:47:00,305,36.73
0063222026-04-23,2026-04-23,Intercity,4040,15:42:00,10600,20:47:00,305,74.93
0063222026-04-24,2026-04-24,Intercity,4040,15:42:00,10600,20:47:00,305,68.15
0063222026-04-25,2026-04-25,Intercity,4040,15:42:00,10600,20:47:00,305,29.09
0063222026-04-26,2026-04-26,Intercity,4040,15:42:00,10600,20:47:00,305,70.01
0063222026-04-27,2026-04-27,Intercity,4040,15:42:00,10600,20:47:00,305,43.82
0063222026-04-28,2026-04-28,Intercity,4040,15:42:00,10600,20:47:00,305,64.22
0063222026-04-29,2026-04-29,Intercity,4040,15:42:00,10600,20:47:00,305,43.3
0063222026-04-30,2026-04-30,Intercity,4040,15:42:00,10600,20:47:00,305,44.53
0063222026-05-01,2026-05-01,Intercity,4040,15:42:00,10600,20:47:00,305,83.24
0063222026-05-02,2026-05-02,Intercity,4040,15:42:00,10600,20:47:00,305,59.67
0063222026-05-03,2026-05-03,Intercity,4040,15:42:00,10600,20:47:00,305,64.52
0063222026-05-04,2026-05-04,Intercity,4040,15:42:00,10600,20:47:00,305,66.02
0063222026-05-05,2026-05-05,Intercity,4040,15:42:00,10600,20:47:00,305,48.93
0063222026-05-06,2026-05-06,Intercity,4040,15:42:00,10600,20:47:00,305,58.04
0063222026-05-07,2026-05-07,Intercity,4040,15:42:00,10600,20:47:00,305,56.83
0063222026-05-08,2026-05-08,Intercity,4040,15:42:00,10600,20:47:00,305,86.62
0063222026-05-09,2026-05-09,Intercity,4040,15:42:00,10600,20:47:00,305,72.0
0063222026-05-10,2026-05-10,Intercity,4040,15:42:00,10600,20:47:00,305,69.24
0063222026-05-11,2026-05-11,Intercity,4040,15:42:00,10600,20:47:00,305,67.28
0063222026-05-12,2026-05-12,Intercity,4040,15:42:00,10600,20:47:00,305,89.93
0063222026-05-30,2026-05-30,Intercity,4040,15:42:00,10600,20:47:00,305,42.51
0063222026-06-02,2026-06-02,Intercity,4040,15:42:00,10600,20:47:00,305,76.92
0063222026-07-25,2026-07-25,Intercity,4040,15:42:00,10600,20:47:00,305,31.58
0063222026-07-30,2026-07-30,Intercity,4040,15:42:00,10600,20:47:00,305,70.34
0063222026-09-12,2026-09-12,Intercity,4040,15:42:00,10600,20:47:00,305,44.64
0063222026-09-14,2026-09-14,Intercity,4040,15:42:00,10600,20:47:00,305,61.83
0063232026-04-04,2026-04-04,ALVIA,78400,10:13:00,30100,18:06:00,473,67.79
0063232026-04-07,2026-04-07,Intercity,10600,20:49:00,30100,22:07:00,78,26.0
0063232026-04-08,2026-04-08,Intercity,10600,20:49:00,30100,22:07:00,78,74.33
0063232026-04-09,2026-04-09,Intercity,10600,20:49:00,30100,22:07:00,78,33.67
