trip_id,orden,stop_id,hora_llegada,hora_salida
0029122026-05-25,7,18000,10:46:00,10:49:00
0029122026-05-26,2,35400,7:22:00,7:24:00
0029122026-05-26,3,30002,7:58:00,8:03:00
0029122026-05-26,5,35200,9:21:00,9:23:00
0029122026-05-26,7,18000,10:46:00,10:49:00
0029122026-05-27,2,35400,7:22:00,7:24:00
0029122026-05-27,3,30002,7:58:00,8:03:00
0029122026-05-27,5,35200,9:21:00,9:23:00
0029122026-05-27,7,18000,10:46:00,10:49:00
0029122026-05-28,2,35400,7:22:00,7:24:00
0029122026-05-28,3,30002,7:58:00,8:03:00
0029122026-05-28,5,35200,9:21:00,9:23:00
0029122026-05-28,7,18000,10:46:00,10:49:00
0029122026-05-29,2,35400,7:22:00,7:24:00
0029122026-05-29,3,30002,7:58:00,8:03:00
0029122026-05-29,5,35200,9:21:00,9:23:00
0029122026-05-29,7,18000,10:46:00,10:49:00
0029122026-06-01,2,35400,7:22:00,7:24:00
0029122026-06-01,3,30002,7:58:00,8:03:00
0029122026-06-01,5,35200,9:21:00,9:23:00
0029122026-06-01,7,18000,10:46:00,10:49:00
0029122026-06-02,2,35400,7:22:00,7:24:00
0029122026-06-02,3,30002,7:58:00,8:03:00
0029122026-06-02,5,35200,9:21:00,9:23:00
0029122026-06-02,7,18000,10:46:00,10:49:00
0029122026-06-03,2,35400,7:22:00,7:24:00
0029122026-06-03,3,30002,7:58:00,8:03:00
0029122026-06-03,5,35200,9:21:00,9:23:00
0029122026-06-03,7,18000,10:46:00,10:49:00
0029122026-06-04,2,35400,7:22:00,7:24:00
0029122026-06-04,3,30002,7:58:00,8:03:00
0029122026-06-04,5,35200,9:21:00,9:23:00
0029122026-06-04,7,18000,10:46:00,10:49:00
0029122026-06-05,2,35400,7:22:00,7:24:00
0029122026-06-05,3,30002,7:58:00,8:03:00
0029122026-06-05,5,35200,9:21:00,9:23:00
0029122026-06-05,7,18000,10:46:00,10:49:00
0029122026-06-08,2,35400,7:22:00,7:24:00
0029122026-06-08,3,30002,7:58:00,8:03:00
0029122026-06-08,5,35200,9:21:00,9:23:00
0029122026-06-08,7,18000,10:46:00,10:49:00
0029122026-06-09,2,35400,7:22:00,7:24:00
0029122026-06-09,3,30002,7:58:00,8:03:00
0029122026-06-09,5,35200,9:21:00,9:23:00
0029122026-06-09,7,18000,10:46:00,10:49:00
0029122026-06-10,2,35400,7:22:00,7:24:00
0029122026-06-10,3,30002,7:58:00,8:03:00
0029122026-06-10,5,35200,9:21:00,9:23:00
0029122026-06-10,7,18000,10:46:00,10:49:00
0029122026-06-11,2,35400,7:22:00,7:24:00
0029122026-06-11,3,30002,7:58:00,8:03:00
0029122026-06-11,5,35200,9:21:00,9:23:00
0029122026-06-11,7,18000,10:46:00,10:49:00
0029122026-06-12,2,35400,7:22:00,7:24:00
0029122026-06-12,3,30002,7:58:00,8:03:00
0029122026-06-12,5,35200,9:21:00,9:23:00
0029122026-06-12,7,18000,10:46:00,10:49:00
0029122026-06-15,2,35400,7:22:00,7:24:00
0029122026-06-15,3,30002,7:58:00,8:03:00
0029122026-06-15,5,35200,9:21:00,9:23:00
0029122026-06-15,7,18000,10:46:00,10:49:00
0029122026-06-16,2,35400,7:22:00,7:24:00
0029122026-06-16,3,30002,7:58:00,8:03:00
0029122026-06-16,5,35200,9:21:00,9:23:00
0029122026-06-16,7,18000,10:46:00,10:49:00
0029122026-06-17,2,35400,7:22:00,7:24:00
0029122026-06-17,3,30002,7:58:00,8:03:00
0029122026-06-17,5,35200,9:21:00,9:23:00
0029122026-06-17,7,18000,10:46:00,10:49:00
0029122026-06-18,2,35400,7:22:00,7:24:00
0029122026-06-18,3,30002,7:58:00,8:03:00
0029122026-06-18,5,35200,9:21:00,9:23:00
0029122026-06-18,7,18000,10:46:00,10:49:00
0029122026-06-19,2,35400,7:22:00,7:24:00
0029122026-06-19,3,30002,7:58:00,8:03:00
0029122026-06-19,5,35200,9:21:00,9:23:00
0029122026-06-19,7,18000,10:46:00,10:49:00
0029122026-06-22,2,35400,7:22:00,7:24:00
0029122026-06-22,3,30002,7:58:00,8:03:00
0029122026-06-22,5,35200,9:21:00,9:23:00
0029122026-06-22,7,18000,10:46:00,10:49:00
0029122026-06-23,2,35400,7:22:00,7:24:00
0029122026-06-23,3,30002,7:58:00,8:03:00
0029122026-06-23,5,35200,9:21:00,9:23:00
0029122026-06-23,7,18000,10:46:00,10:49:00
0029122026-06-24,2,35400,7:22:00,7:24:00
0029122026-06-24,3,30002,7:58:00,8:03:00
0029122026-06-24,5,35200,9:21:00,9:23:00
0029122026-06-24,7,18000,10:46:00,10:49:00
0029122026-06-25,2,35400,7:22:00,7:24:00
0029122026-06-25,3,30002,7:58:00,8:03:00
0029122026-06-25,5,35200,9:21:00,9:23:00
0029122026-06-25,7,18000,10:46:00,10:49:00
0029122026-06-26,2,35400,7:22:00,7:24:00
0029122026-06-26,3,30002,7:58:00,8:03:00
0029122026-06-26,5,35200,9:21:00,9:23:00
0029122026-06-26,7,18000,10:46:00,10:49:00
0029122026-06-29,2,35400,7:22:00,7:24:00
0029122026-06-29,3,30002,7:58:00,8:03:00
0029122026-06-29,5,35200,9:21:00,9:23:00
0029122026-06-29,7,18000,10:46:00,10:49:00
0029122026-06-30,2,35400,7:22:00,7:24:00
0029122026-06-30,3,30002,7:58:00,8:03:00
0029122026-06-30,5,35200,9:21:00,9:23:00
0029122026-06-30,7,18000,10:46:00,10:49:00
0029122026-07-01,2,35400,7:22:00,7:24:00
0029122026-07-01,3,30002,7:58:00,8:03:00
0029122026-07-01,5,35200,9:21:00,9:23:00
0029122026-07-01,7,18000,10:46:00,10:49:00
0029122026-07-02,2,35400,7:22:00,7:24:00
0029122026-07-02,3,30002,7:58:00,8:03:00
0029122026-07-02,5,35200,9:21:00,9:23:00
0029122026-07-02,7,18000,10:46:00,10:49:00
0029122026-07-03,2,35400,7:22:00,7:24:00
0029122026-07-03,3,30002,7:58:00,8:03:00
0029122026-07-03,5,35200,9:21:00,9:23:00
0029122026-07-03,7,18000,10:46:00,10:49:00
0029122026-07-06,2,35400,7:22:00,7:24:00
0029122026-07-06,3,30002,7:58:00,8:03:00
0029122026-07-06,5,35200,9:21:00,9:23:00
0029122026-07-06,7,18000,10:46:00,10:49:00
0029122026-07-07,2,35400,7:22:00,7:24:00
0029122026-07-07,3,30002,7:58:00,8:03:00
0029122026-07-07,5,35200,9:21:00,9:23:00
0029122026-07-07,7,18000,10:46:00,10:49:00
0029122026-07-08,2,35400,7:22:00,7:24:00
0029122026-07-08,3,30002,7:58:00,8:03:00
0029122026-07-08,5,35200,9:21:00,9:23:00
0029122026-07-08,7,18000,10:46:00,10:49:00
0029122026-07-09,2,35400,7:22:00,7:24:00
0029122026-07-09,3,30002,7:58:00,8:03:00
0029122026-07-09,5,35200,9:21:00,9:23:00
0029122026-07-09,7,18000,10:46:00,10:49:00
0029122026-07-10,2,35400,7:22:00,7:24:00
0029122026-07-10,3,30002,7:58:00,8:03:00
0029122026-07-10,5,35200,9:21:00,9:23:00
0029122026-07-10,7,18000,10:46:00,10:49:00
0029122026-07-13,2,35400,7:22:00,7:24:00
0029122026-07-13,3,30002,7:58:00,8:03:00
0029122026-07-13,5,35200,9:21:00,9:23:00
0029122026-07-13,7,18000,10:46:00,10:49:00
0029122026-07-14,2,35400,7:22:00,7:24:00
0029122026-07-14,3,30002,7:58:00,8:03:00
0029122026-07-14,5,35200,9:21:00,9:23:00
0029122026-07-14,7,18000,10:46:00,10:49:00
0029122026-07-15,2,35400,7:22:00,7:24:00
0029122026-07-15,3,30002,7:58:00,8:03:00
0029122026-07-15,5,35200,9:21:00,9:23:00
0029122026-07-15,7,18000,10:46:00,10:49:00
0029122026-07-16,2,35400,7:22:00,7:24:00
0029122026-07-16,3,30002,7:58:00,8:03:00
0029122026-07-16,5,35200,9:21:00,9:23:00
0029122026-07-16,7,18000,10:46:00,10:49:00
0029122026-07-17,2,35400,7:22:00,7:24:00
0029122026-07-17,3,30002,7:58:00,8:03:00
0029122026-07-17,5,35200,9:21:00,9:23:00
0029122026-07-17,7,18000,10:46:00,10:49:00
0029122026-07-20,2,35400,7:22:00,7:24:00
0029122026-07-20,3,30002,7:58:00,8:03:00
0029122026-07-20,5,35200,9:21:00,9:23:00
0029122026-07-20,7,18000,10:46:00,10:49:00
0029122026-07-21,2,35400,7:22:00,7:24:00
0029122026-07-21,3,30002,7:58:00,8:03:00
0029122026-07-21,5,35200,9:21:00,9:23:00
0029122026-07-21,7,18000,10:46:00,10:49:00
0029122026-07-22,2,35400,7:22:00,7:24:00
0029122026-07-22,3,30002,7:58:00,8:03:00
0029122026-07-22,5,35200,9:21:00,9:23:00
0029122026-07-22,7,18000,10:46:00,10:49:00
0029122026-07-23,2,35400,7:22:00,7:24:00
0029122026-07-23,3,30002,7:58:00,8:03:00
0029122026-07-23,5,35200,9:21:00,9:23:00
0029122026-07-23,7,18000,10:46:00,10:49:00
0029122026-07-24,2,35400,7:22:00,7:24:00
0029122026-07-24,3,30002,7:58:00,8:03:00
0029122026-07-24,5,35200,9:21:00,9:23:00
0029122026-07-24,7,18000,10:46:00,10:49:00
0029122026-07-27,2,35400,7:22:00,7:24:00
0029122026-07-27,3,30002,7:58:00,8:03:00
0029122026-07-27,5,35200,9:21:00,9:23:00
0029122026-07-27,7,18000,10:46:00,10:49:00
0029122026-07-28,2,35400,7:22:00,7:24:00
0029122026-07-28,3,30002,7:58:00,8:03:00
0029122026-07-28,5,35200,9:21:00,9:23:00
0029122026-07-28,7,18000,10:46:00,10:49:00
0029122026-07-29,2,35400,7:22:00,7:24:00
0029122026-07-29,3,30002,7:58:00,8:03:00
0029122026-07-29,5,35200,9:21:00,9:23:00
0029122026-07-29,7,18000,10:46:00,10:49:00
0029122026-07-30,2,35400,7:22:00,7:24:00
0029122026-07-30,3,30002,7:58:00,8:03:00
0029122026-07-30,5,35200,9:21:00,9:23:00
0029122026-07-30,7,18000,10:46:00,10:49:00
0029122026-07-31,2,35400,7:22:00,7:24:00
0029122026-07-31,3,30002,7:58:00,8:03:00
0029122026-07-31,5,35200,9:21:00,9:23:00
0029122026-07-31,7,18000,10:46:00,10:49:00
0029122026-08-03,2,35400,7:22:00,7:24:00
0029122026-08-03,3,30002,7:58:00,8:03:00
0029122026-08-03,5,35200,9:21:00,9:23:00
0029122026-08-03,7,18000,10:46:00,10:49:00
0029122026-08-04,2,35400,7:22:00,7:24:00
0029122026-08-04,3,30002,7:58:00,8:03:00
0029122026-08-04,5,35200,9:21:00,9:23:00
0029122026-08-04,7,18000,10:46:00,10:49:00
0029122026-08-05,2,35400,7:22:00,7:24:00
0029122026-08-05,3,30002,7:58:00,8:03:00
0029122026-08-05,5,35200,9:21:00,9:23:00
0029122026-08-05,7,18000,10:46:00,10:49:00
0029122026-08-06,2,35400,7:22:00,7:24:00
0029122026-08-06,3,30002,7:58:00,8:03:00
0029122026-08-06,5,35200,9:21:00,9:23:00
0029122026-08-06,7,18000,10:46:00,10:49:00
0029122026-08-07,2,35400,7:22:00,7:24:00
0029122026-08-07,3,30002,7:58:00,8:03:00
0029122026-08-07,5,35200,9:21:00,9:23:00
0029122026-08-07,7,18000,10:46:00,10:49:00
0029122026-10-13,2,35400,7:22:00,7:24:00
0029122026-10-13,3,30002,7:58:00,8:03:00
0029122026-10-13,5,35200,9:21:00,9:23:00
0029122026-10-13,7,18000,10:46:00,10:49:00
0029312026-04-04,2,37500,7:51:00,7:56:00
0029312026-04-04,3,35400,8:28:00,8:30:00
0029312026-04-04,7,35200,10:15:00,10:17:00
0029312026-04-04,10,18000,11:43:00,11:46:00
0029312026-05-02,2,37500,7:51:00,7:56:00
0029312026-05-02,3,35400,8:28:00,8:30:00
0029312026-05-02,7,35200,10:15:00,10:17:00
0029312026-05-02,10,18000,11:43:00,11:46:00
0029312026-10-13,2,37500,7:51:00,7:56:00
0029312026-10-13,3,35400,8:28:00,8:30:00
0029312026-10-13,7,35200,10:15:00,10:17:00
0029312026-10-13,10,18000,11:43:00,11:46:00
0029322026-04-04,2,37500,7:51:00,7:56:00
0029322026-04-04,3,35400,8:28:00,8:30:00
0029322026-04-04,7,35200,10:15:00,10:17:00
0029322026-04-04,10,18000,11:43:00,11:46:00
0029322026-05-02,2,37500,7:51:00,7:56:00
0029322026-05-02,3,35400,8:28:00,8:30:00
0029322026-05-02,7,35200,10:15:00,10:17:00
0029322026-05-02,10,18000,11:43:00,11:46:00
0029322026-10-13,2,37500,7:51:00,7:56:00
0029322026-10-13,3,35400,8:28:00,8:30:00
0029322026-10-13,7,35200,10:15:00,10:17:00
0029322026-10-13,10,18000,11:43:00,11:46:00
0029512026-04-04,3,37500,18:13:00,18:18:00
0029512026-04-04,4,35400,18:52:00,18:54:00
0029512026-04-04,8,35200,20:40:00,20:42:00
0029512026-04-04,11,18000,22:05:00,22:08:00
0029512026-05-02,3,37500,18:13:00,18:18:00
0029512026-05-02,4,35400,18:52:00,18:54:00
0029512026-05-02,8,35200,20:40:00,20:42:00
0029512026-05-02,11,18000,22:05:00,22:08:00
0029512026-10-12,3,37500,18:13:00,18:18:00
0029512026-10-12,4,35400,18:52:00,18:54:00
0029512026-10-12,8,35200,20:40:00,20:42:00
0029512026-10-12,11,18000,22:05:00,22:08:00
0029522026-04-04,3,37500,18:13:00,18:18:00
0029522026-04-04,4,35400,18:52:00,18:54:00
0029522026-04-04,8,35200,20:40:00,20:42:00
0029522026-04-04,11,18000,22:05:00,22:08:00
0029522026-05-02,3,37500,18:13:00,18:18:00
0029522026-05-02,4,35400,18:52:00,18:54:00
0029522026-05-02,8,35200,20:40:00,20:42:00
0029522026-05-02,11,18000,22:05:00,22:08:00
0029522026-10-12,3,37500,18:13:00,18:18:00
0029522026-10-12,4,35400,18:52:00,18:54:00
0029522026-10-12,8,35200,20:40:00,20:42:00
0029522026-10-12,11,18000,22:05:00,22:08:00
0029712026-04-04,2,35400,18:57:00,18:59:00
0029712026-04-04,3,30002,19:33:00,19:38:00
0029712026-04-04,5,35200,20:54:00,20:56:00
0029712026-04-04,7,18000,22:18:00,22:21:00
0029712026-05-01,2,35400,18:57:00,18:59:00
0029712026-05-01,3,30002,19:33:00,19:38:00
0029712026-05-01,5,35200,20:54:00,20:56:00
0029712026-05-01,7,18000,22:18:00,22:21:00
0029712026-05-02,2,35400,18:57:00,18:59:00
0029712026-05-02,3,30002,19:33:00,19:38:00
0029712026-05-02,5,35200,20:54:00,20:56:00
0029712026-05-02,7,18000,22:18:00,22:21:00
0029712026-05-09,2,35400,18:57:00,18:59:00
0029712026-05-09,3,30002,19:33:00,19:38:00
0029712026-05-09,5,35200,20:54:00,20:56:00
0029712026-05-09,7,18000,22:18:00,22:21:00
0029712026-05-16,2,35400,18:57:00,18:59:00
0029712026-05-16,3,30002,19:33:00,19:38:00
0029712026-05-16,5,35200,20:54:00,20:56:00
0029712026-05-16,7,18000,22:18:00,22:21:00
0029712026-05-23,2,35400,18:57:00,18:59:00
0029712026-05-23,3,30002,19:33:00,19:38:00
0029712026-05-23,5,35200,20:54:00,20:56:00
0029712026-05-23,7,18000,22:18:00,22:21:00
0029712026-05-30,2,35400,18:57:00,18:59:00
0029712026-05-30,3,30002,19:33:00,19:38:00
0029712026-05-30,5,35200,20:54:00,20:56:00
0029712026-05-30,7,18000,22:18:00,22:21:00
0029712026-06-06,2,35400,18:57:00,18:59:00
0029712026-06-06,3,30002,19:33:00,19:38:00
0029712026-06-06,5,35200,20:54:00,20:56:00
0029712026-06-06,7,18000,22:18:00,22:21:00
0029712026-06-13,2,35400,18:57:00,18:59:00
0029712026-06-13,3,30002,19:33:00,19:38:00
0029712026-06-13,5,35200,20:54:00,20:56:00
0029712026-06-13,7,18000,22:18:00,22:21:00
0029712026-06-20,2,35400,18:57:00,18:59:00
0029712026-06-20,3,30002,19:33:00,19:38:00
0029712026-06-20,5,35200,20:54:00,20:56:00
0029712026-06-20,7,18000,22:18:00,22:21:00
0029712026-06-27,2,35400,18:57:00,18:59:00
0029712026-06-27,3,30002,19:33:00,19:38:00
0029712026-06-27,5,35200,20:54:00,20:56:00
0029712026-06-27,7,18000,22:18:00,22:21:00
0029712026-07-04,2,35400,18:57:00,18:59:00
0029712026-07-04,3,30002,19:33:00,19:38:00
0029712026-07-04,5,35200,20:54:00,20:56:00
0029712026-07-04,7,18000,22:18:00,22:21:00
0029712026-07-11,2,35400,18:57:00,18:59:00
0029712026-07-11,3,30002,19:33:00,19:38:00
0029712026-07-11,5,35200,20:54:00,20:56:00
0029712026-07-11,7,18000,22:18:00,22:21:00
0029712026-07-18,2,35400,18:57:00,18:59:00
0029712026-07-18,3,30002,19:33:00,19:38:00
0029712026-07-18,5,35200,20:54:00,20:56:00
0029712026-07-18,7,18000,22:18:00,22:21:00
0029712026-07-25,2,35400,18:57:00,18:59:00
0029712026-07-25,3,30002,19:33:00,19:38:00
0029712026-07-25,5,35200,20:54:00,20:56:00
0029712026-07-25,7,18000,22:18:00,22:21:00
0029712026-08-01,2,35400,18:57:00,18:59:00
0029712026-08-01,3,30002,19:33:00,19:38:00
0029712026-08-01,5,35200,20:54:00,20:56:00
0029712026-08-01,7,18000,22:18:00,22:21:00
0029712026-08-02,2,35400,18:57:00,18:59:00
0029712026-08-02,3,30002,19:33:00,19:38:00
0029712026-08-02,5,35200,20:54:00,20:56:00
0029712026-08-02,7,18000,22:18:00,22:21:00
0029712026-10-11,2,35400,18:57:00,18:59:00
0029712026-10-11,3,30002,19:33:00,19:38:00
0029712026-10-11,5,35200,20:54:00,20:56:00
0029712026-10-11,7,18000,22:18:00,22:21:00
0029722026-04-04,2,35400,18:57:00,18:59:00
0029722026-04-04,3,30002,19:33:00,19:38:00
0029722026-04-04,5,35200,20:54:00,20:56:00
0029722026-04-04,7,18000,22:18:00,22:21:00
0029722026-05-01,2,35400,18:57:00,18:59:00
0029722026-05-01,3,30002,19:33:00,19:38:00
0029722026-05-01,5,35200,20:54:00,20:56:00
0029722026-05-01,7,18000,22:18:00,22:21:00
0029722026-05-02,2,35400,18:57:00,18:59:00
0029722026-05-02,3,30002,19:33:00,19:38:00
0029722026-05-02,5,35200,20:54:00,20:56:00
0029722026-05-02,7,18000,22:18:00,22:21:00
0029722026-05-09,2,35400,18:57:00,18:59:00
0029722026-05-09,3,30002,19:33:00,19:38:00
0029722026-05-09,5,35200,20:54:00,20:56:00
0029722026-05-09,7,18000,22:18:00,22:21:00
0029722026-05-16,2,35400,18:57:00,18:59:00
0029722026-05-16,3,30002,19:33:00,19:38:00
0029722026-05-16,5,35200,20:54:00,20:56:00
0029722026-05-16,7,18000,22:18:00,22:21:00
0029722026-05-23,2,35400,18:57:00,18:59:00
0029722026-05-23,3,30002,19:33:00,19:38:00
0029722026-05-23,5,35200,20:54:00,20:56:00
0029722026-05-23,7,18000,22:18:00,22:21:00
0029722026-05-30,2,35400,18:57:00,18:59:00
0029722026-05-30,3,30002,19:33:00,19:38:00
0029722026-05-30,5,35200,20:54:00,20:56:00
0029722026-05-30,7,18000,22:18:00,22:21:00
0029722026-06-06,2,35400,18:57:00,18:59:00
0029722026-06-06,3,30002,19:33:00,19:38:00
0029722026-06-06,5,35200,20:54:00,20:56:00
0029722026-06-06,7,18000,22:18:00,22:21:00
0029722026-06-13,2,35400,18:57:00,18:59:00
0029722026-06-13,3,30002,19:33:00,19:38:00
0029722026-06-13,5,35200,20:54:00,20:56:00
0029722026-06-13,7,18000,22:18:00,22:21:00
0029722026-06-20,2,35400,18:57:00,18:59:00
0029722026-06-20,3,30002,19:33:00,19:38:00
0029722026-06-20,5,35200,20:54:00,20:56:00
0029722026-06-20,7,18000,22:18:00,22:21:00
0029722026-06-27,2,35400,18:57:00,18:59:00
0029722026-06-27,3,30002,19:33:00,19:38:00
0029722026-06-27,5,35200,20:54:00,20:56:00
0029722026-06-27,7,18000,22:18:00,22:21:00
0029722026-07-04,2,35400,18:57:00,18:59:00
0029722026-07-04,3,30002,19:33:00,19:38:00
0029722026-07-04,5,35200,20:54:00,20:56:00
0029722026-07-04,7,18000,22:18:00,22:21:00
0029722026-07-11,2,35400,18:57:00,18:59:00
0029722026-07-11,3,30002,19:33:00,19:38:00
0029722026-07-11,5,35200,20:54:00,20:56:00
0029722026-07-11,7,18000,22:18:00,22:21:00
0029722026-07-18,2,35400,18:57:00,18:59:00
0029722026-07-18,3,30002,19:33:00,19:38:00
0029722026-07-18,5,35200,20:54:00,20:56:00
0029722026-07-18,7,18000,22:18:00,22:21:00
0029722026-07-25,2,35400,18:57:00,18:59:00
0029722026-07-25,3,30002,19:33:00,19:38:00
0029722026-07-25,5,35200,20:54:00,20:56:00
0029722026-07-25,7,18000,22:18:00,22:21:00
0029722026-08-01,2,35400,18:57:00,18:59:00
0029722026-08-01,3,30002,19:33:00,19:38:00
0029722026-08-01,5,35200,20:54:00,20:56:00
0029722026-08-01,7,18000,22:18:00,22:21:00
0029722026-08-02,2,35400,18:57:00,18:59:00
0029722026-08-02,3,30002,19:33:00,19:38:00
0029722026-08-02,5,35200,20:54:00,20:56:00
0029722026-08-02,7,18000,22:18:00,22:21:00
0029722026-10-11,2,35400,18:57:00,18:59:00
0029722026-10-11,3,30002,19:33:00,19:38:00
0029722026-10-11,5,35200,20:54:00,20:56:00
0029722026-10-11,7,18000,22:18:00,22:21:00
0029912026-04-04,2,37500,9:00:00,9:09:00
0029912026-04-04,3,35400,9:42:00,9:44:00
0029912026-04-04,7,35200,11:36:00,11:37:00
0029912026-04-04,10,18000,12:58:00,13:03:00
0029912026-05-01,2,37500,9:00:00,9:09:00
0029912026-05-01,3,35400,9:42:00,9:44:00
0029912026-05-01,7,35200,11:36:00,11:37:00
0029912026-05-01,10,18000,12:58:00,13:03:00
0029912026-05-02,2,37500,9:00:00,9:09:00
0029912026-05-02,3,35400,9:42:00,9:44:00
0029912026-05-02,7,35200,11:36:00,11:37:00
0029912026-05-02,10,18000,12:58:00,13:03:00
0029912026-10-12,2,37500,9:00:00,9:09:00
0029912026-10-12,3,35400,9:42:00,9:44:00
0029912026-10-12,7,35200,11:36:00,11:37:00
0029912026-10-12,10,18000,12:58:00,13:03:00
0029922026-04-04,2,37500,9:00:00,9:09:00
0029922026-04-04,3,35400,9:42:00,9:44:00
0029922026-04-04,7,35200,11:36:00,11:37:00
0029922026-04-04,10,18000,12:58:00,13:03:00
0029922026-05-01,2,37500,9:00:00,9:09:00
0029922026-05-01,3,35400,9:42:00,9:44:00
0029922026-05-01,7,35200,11:36:00,11:37:00
0029922026-05-01,10,18000,12:58:00,13:03:00
0029922026-05-02,2,37500,9:00:00,9:09:00
0029922026-05-02,3,35400,9:42:00,9:44:00
0029922026-05-02,7,35200,11:36:00,11:37:00
0029922026-05-02,10,18000,12:58:00,13:03:00
0029922026-10-12,2,37500,9:00:00,9:09:00
0029922026-10-12,3,35400,9:42:00,9:44:00
0029922026-10-12,7,35200,11:36:00,11:37:00
0029922026-10-12,10,18000,12:58:00,13:03:00
0043712026-04-04,4,81100,17:55:00,17:57:00
0043712026-04-04,8,4040,19:49:00,19:52:00
0043712026-04-04,9,78400,20:56:00,20:58:00
0043712026-04-04,10,4104,21:30:00,21:32:00
0043712026-04-06,4,81100,17:55:00,17:57:00
0043712026-04-06,8,4040,19:49:00,19:52:00
0043712026-04-06,9,78400,20:56:00,20:58:00
0043712026-04-06,10,4104,21:30:00,21:32:00
0043712026-04-18,4,81100,17:22:00,17:57:00
0043712026-04-18,8,4040,19:49:00,19:52:00
0043712026-04-18,9,78400,20:56:00,20:58:00
0043712026-04-18,10,4104,21:30:00,21:32:00
0043712026-04-20,4,81100,17:55:00,17:57:00
0043712026-04-20,8,4040,19:49:00,19:52:00
0043712026-04-20,9,78400,20:56:00,20:58:00
0043712026-04-20,10,4104,21:30:00,21:32:00
0043712026-04-25,4,81100,17:22:00,17:57:00
0043712026-04-25,8,4040,19:49:00,19:52:00
0043712026-04-25,9,78400,20:56:00,20:58:00
0043712026-04-25,10,4104,21:30:00,21:32:00
0043712026-04-27,4,81100,17:55:00,17:57:00
0043712026-04-27,8,4040,19:49:00,19:52:00
0043712026-04-27,9,78400,20:56:00,20:58:00
0043712026-04-27,10,4104,21:30:00,21:32:00
0043712026-05-02,4,81100,17:22:00,17:57:00
0043712026-05-02,8,4040,19:49:00,19:52:00
0043712026-05-02,9,78400,20:56:00,20:58:00
0043712026-05-02,10,4104,21:30:00,21:32:00
0043712026-05-04,4,81100,17:55:00,17:57:00
0043712026-05-04,8,4040,19:49:00,19:52:00
0043712026-05-04,9,78400,20:56:00,20:58:00
0043712026-05-04,10,4104,21:30:00,21:32:00
0043712026-05-16,4,81100,17:22:00,17:57:00
0043712026-05-16,8,4040,19:49:00,19:52:00
0043712026-05-16,9,78400,20:56:00,20:58:00
0043712026-05-16,10,4104,21:30:00,21:32:00
0043712026-05-18,4,81100,17:55:00,17:57:00
0043712026-05-18,8,4040,19:49:00,19:52:00
0043712026-05-18,9,78400,20:56:00,20:58:00
0043712026-05-18,10,4104,21:30:00,21:32:00
0043712026-05-30,4,81100,17:22:00,17:57:00
0043712026-05-30,8,4040,19:49:00,19:52:00
0043712026-05-30,9,78400,20:56:00,20:58:00
0043712026-05-30,10,4104,21:30:00,21:32:00
0043712026-06-01,4,81100,17:55:00,17:57:00
0043712026-06-01,8,4040,19:49:00,19:52:00
0043712026-06-01,9,78400,20:56:00,20:58:00
0043712026-06-01,10,4104,21:30:00,21:32:00
0043712026-06-02,4,81100,17:55:00,17:57:00
0043712026-06-02,8,4040,19:49:00,19:52:00
0043712026-06-02,9,78400,20:56:00,20:58:00
0043712026-06-02,10,4104,21:30:00,21:32:00
0043712026-06-03,4,81100,17:55:00,17:57:00
0043712026-06-03,8,4040,19:49:00,19:52:00
0043712026-06-03,9,78400,20:56:00,20:58:00
0043712026-06-03,10,4104,21:30:00,21:32:00
0043712026-06-04,4,81100,17:55:00,17:57:00
0043712026-06-04,8,4040,19:49:00,19:52:00
0043712026-06-04,9,78400,20:56:00,20:58:00
0043712026-06-04,10,4104,21:30:00,21:32:00
0043712026-06-05,4,81100,17:55:00,17:57:00
0043712026-06-05,8,4040,19:49:00,19:52:00
0043712026-06-05,9,78400,20:56:00,20:58:00
0043712026-06-05,10,4104,21:30:00,21:32:00
0043712026-06-06,4,81100,17:55:00,17:57:00
0043712026-06-06,8,4040,19:49:00,19:52:00
0043712026-06-06,9,78400,20:56:00,20:58:00
0043712026-06-06,10,4104,21:30:00,21:32:00
0043712026-06-07,4,81100,17:55:00,17:57:00
0043712026-06-07,8,4040,19:49:00,19:52:00
0043712026-06-07,9,78400,20:56:00,20:58:00
0043712026-06-07,10,4104,21:30:00,21:32:00
0043712026-06-08,4,81100,17:55:00,17:57:00
0043712026-06-08,8,4040,19:49:00,19:52:00
0043712026-06-08,9,78400,20:56:00,20:58:00
0043712026-06-08,10,4104,21:30:00,21:32:00
0043712026-06-09,4,81100,17:55:00,17:57:00
0043712026-06-09,8,4040,19:49:00,19:52:00
0043712026-06-09,9,78400,20:56:00,20:58:00
0043712026-06-09,10,4104,21:30:00,21:32:00
0043712026-06-10,4,81100,17:55:00,17:57:00
0043712026-06-10,8,4040,19:49:00,19:52:00
0043712026-06-10,9,78400,20:56:00,20:58:00
0043712026-06-10,10,4104,21:30:00,21:32:00
0043712026-06-11,4,81100,17:55:00,17:57:00
0043712026-06-11,8,4040,19:49:00,19:52:00
0043712026-06-11,9,78400,20:56:00,20:58:00
0043712026-06-11,10,4104,21:30:00,21:32:00
0043712026-06-12,4,81100,17:55:00,17:57:00
0043712026-06-12,8,4040,19:49:00,19:52:00
0043712026-06-12,9,78400,20:56:00,20:58:00
0043712026-06-12,10,4104,21:30:00,21:32:00
